decoy,database,partner1,partner2,complex_type,dG_exp,affinity,classifier,cms,ddg_filter1,dslf_fa13,fa_atr,fa_dun_dev,fa_dun_rot,fa_dun_semi,fa_elec,fa_intra_atr_xover4,fa_intra_elec,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,holes,hxl_tors,ifa_complex_normalized,ifa_dG_cross,ifa_dG_cross_dSASAx100,ifa_dG_separated,ifa_dG_separated_dSASAx100,ifa_dSASA_hphobic,ifa_dSASA_int,ifa_dSASA_polar,ifa_delta_unsatHbonds,ifa_hbond_E_fraction,ifa_hbonds_int,ifa_nres_all,ifa_nres_int,ifa_packstat,ifa_per_residue_energy_int,ifa_sc_value,ifa_side1_normalized,ifa_side1_score,ifa_side2_normalized,ifa_side2_score,interaction_energy,lk_ball,lk_ball_bridge,lk_ball_bridge_uncpl,lk_ball_iso,omega,p_aa_pp,pro_close,rama_prepro,ref,sc,total_score
4mrt_ion,pdbbind,C,A,dimeric,-8.23488376918432,9.2e-07,0,401.476928710938,-45.7184028625488,0.0,-1761.52080029107,54.8982246054368,173.575144013668,293.507516734289,-516.721708345787,-109.376714184736,-67.4779476208456,45.4707063516064,75.2892498541362,183.95321869794,1203.10701967083,-46.396419905758,-54.6575991452494,-31.2413937805595,-137.638674936611,0.76624184846878,50.3267858727925,-2.51612877845764,-45.7184028625488,-3.07771444320679,-45.7184028625488,-3.07771444320679,900.0400390625,1485.46606445313,585.425964355469,3,0.124496102333068,6,303,71,0.618905007839202,-2.26001906394958,0.765950858592987,-2.44970345497131,-73.4911041259766,-2.12122559547424,-86.9702453613281,-44.4254692608656,648.887517324116,-2.45503092771439,-17.4850552790512,-677.34913686764,31.3441114626047,-58.8858951967961,3.82732295913384,46.3117758226222,-91.679216,0.765950858592987,-762.386999112648
3btf,skempi2,E,I,dimeric,-10.9057834580783,1.01e-08,0,450.332855224609,-57.1257514953613,-9.96705319039397,-1558.31134165098,36.46719682497071,112.877662660747,185.288566107269,-447.388477096369,-78.984370221371,-79.6057593818578,32.9934877260562,50.866947113685,154.858348325947,1020.22690020719,-76.8931383692213,-118.030393570517,-19.3917588836119,-51.9581354370067,1.49790382385254,63.6208478058356,-3.02597093582153,-57.1257514953613,-4.01811456680298,-57.1257514953613,-4.01811456680298,827.553405761719,1421.70532226563,594.151916503906,7,0.231905132532119,11,279,61,0.748889207839965,-2.7912974357605,0.741149306297302,-2.84591913223267,-128.066360473633,-2.63767409324646,-42.2027854919434,-50.8882462152658,548.089552948807,-2.65321368970292,-17.8789433105129,-592.672492128226,14.0870015100107,-75.0592880530808,1.55013189465653,28.5102220391267,35.111628,0.741149306297302,-844.245871818554
3mjh,pdbbind,A,B,dimeric,-7.66677941533036,2.4e-06,0,356.600738525391,-44.5910835266113,0.0,-1129.1915289751,28.7732498341308,102.37904245907,190.898541106928,-355.24828856749,-67.6608486668763,-57.9722047339783,23.3058428304792,47.7446384898688,113.337562985957,760.992077308341,-31.9015601067238,-63.4542006591094,-21.809287699809,-73.9743406563903,-0.027381485328078,40.1882793020098,-2.59009194374085,-44.5910835266113,-3.9581313133239697,-44.5910835266113,-3.9581313133239697,770.654724121094,1126.56909179688,355.914367675781,3,0.149119064211845,5,202,44,0.71499079465866,-2.91204237937927,0.80712217092514,-3.00310301780701,-75.0775756835938,-2.79222559928894,-53.0522880554199,-40.5957306770614,427.320654515701,-1.51390856846409,-10.4791172317302,-445.07088282941,19.4386812766009,-35.9107238442453,0.225297459060066,18.3072066766387,-1.922748,0.80712217092514,-523.198566294545
3vux,pdbbind,A,G,dimeric,-6.88365903546197,9e-06,0,375.190582275391,-44.9289932250977,0.0,-598.907331162819,15.2637183745812,60.6108797924214,100.038316333189,-189.250649299971,-35.7202136219083,-20.5810222220192,14.8947938754494,24.0329782559161,61.881089709283,420.825812760997,-18.8908059338084,-33.4868232519412,-9.39098789068567,-34.5729320505542,1.72872114181519,19.6290503936617,-2.61239123344421,-44.9289932250977,-3.47050547599792,-44.9289932250977,-3.47050547599792,800.128112792969,1294.59521484375,494.4670715332031,2,0.101695097982883,4,109,45,0.542683482170105,-2.70833325386047,0.68378734588623,-3.6783211231231694,-91.9580307006836,-1.49584829807282,-29.9169654846191,-44.9289949606903,221.171879163006,-0.771509974280098,-5.0785338929347,-227.695859566215,7.48827660511352,-20.5237399494845,1.00804820215022,-1.4996064585011,-35.225466,0.68378734588623,-284.750637809355
1r0r,pdbbind,E,I,dimeric,-14.367774549803,2.94e-11,1,437.497955322266,-50.882839202880895,-3.65201049697356,-1906.09473271912,32.8033348529404,119.676381554458,198.063676478494,-536.15089672458,-79.2167387022025,-90.8437606148557,30.7278852628017,52.4195530229712,200.820094268155,1267.29992913219,-68.7866753584419,-104.035164740486,-28.0184238656941,-109.932560829752,1.15577638149262,90.9621490469528,-2.90112638473511,-50.882839202880895,-3.62708640098572,-50.882839202880895,-3.62708640098572,832.493896484375,1402.85705566406,570.363220214844,7,0.197546184062957,9,325,86,0.799074232578277,-2.51749968528748,0.726226449012756,-2.65946364402771,-159.567810058594,-2.18989062309265,-56.9371528625488,-41.3166567042654,722.948687084457,-3.10369401048,-21.6897794275265,-764.598369827869,18.4180282639485,-76.1519541034584,3.57036423685517,53.2521705448392,58.446456,0.726226449012756,-942.866051672379
4zi2,pdbbind,A,C,dimeric,-8.69946241395036,4.2e-07,0,676.19482421875,-73.6987686157227,0.0,-1829.21220322812,55.2594760233921,152.820985704105,349.062565413912,-594.00176901785,-116.483296996972,-64.8161086597651,56.6884650007755,78.8975916166506,183.709347976167,1383.75003295252,-50.4790296756921,-50.4172713110274,-33.6325161215075,-175.920946075546,0.292300462722778,60.4761224145891,-2.30925583839416,-73.6987686157227,-2.99368715286255,-73.6987686157227,-2.99368715286255,1643.46398925781,2461.80590820313,818.341979980469,2,0.116128265857696,7,316,80,0.58938068151474,-2.48695826530456,0.646094024181366,-2.38848972320557,-90.7626037597656,-2.57604908943176,-108.194061279297,-71.2677417391958,730.973978299791,-2.23947804583135,-15.3425427446846,-754.639409895416,21.7262507642519,-60.6866680384164,1.56225825775201,32.2627491177399,-89.043416,0.646094024181366,-729.724832269181
2p42,pdbbind,A,B,dimeric,-10.4204891525757,2.3e-08,0,357.581970214844,-48.5396766662598,-5.79064950390255,-1334.20286498892,36.0399243782079,119.357287506024,208.664278496614,-449.9824032405271,-68.2106755891587,-64.0067469387365,23.5500970237009,45.0087179734022,133.333149287228,931.350673412062,-56.0112189588023,-115.047153025989,-35.7197833280642,-46.62981792820111,1.82612788677216,71.6819413773309,-2.73422122001648,-48.5396766662598,-3.95197868347168,-48.5396766662598,-3.95197868347168,674.900512695313,1228.2373046875,553.336791992188,6,0.193692460656166,8,245,52,0.743497371673584,-2.61620163917541,0.73291790485382,-2.70262145996094,-67.5655364990234,-2.53618359565735,-68.4769592285156,-46.45129616323111,498.985145654891,-2.16226111058125,-15.1240379172903,-525.634049097444,23.9051814424782,-52.1644742808623,1.1123008609241,10.3716710393971,-2.55845399999999,0.73291790485382,-669.884221456218
5eo9,pdbbind,A,B,dimeric,-8.7745608858969,3.7e-07,0,518.599365234375,-58.863941192627,-3.38632150493982,-1636.29548399273,46.8357315278574,188.40310950046,259.894576234472,-559.51198821537,-106.061032214722,-78.6918979985699,44.505247891515296,73.469239393231,162.803678931112,1113.3169324757,-70.756681728412,-171.863560787929,-40.3474035485541,-31.4050261106445,0.238666296005249,82.127507682022,-2.75953245162964,-58.863941192627,-3.2214732170105,-58.863941192627,-3.2214732170105,1122.41040039063,1827.23669433594,704.826293945313,9,0.172650292515754,8,312,68,0.674286663532257,-2.70589756965637,0.686742067337036,-2.59749269485474,-80.5222778320313,-2.79672336578369,-103.478759765625,-58.8639394720197,601.863724913061,-2.94168620434523,-20.3103673179462,-629.344828372783,28.9086712236415,-77.0746984429241,1.5203536296987,39.7380637937765,-76.36998,0.686742067337036,-860.974119243327
4lyl,pdbbind,A,B,dimeric,-10.2436365633796,3.1e-08,0,603.725036621094,-75.5372924804688,0.0,-1833.5508984089,53.5032243020055,156.552289646033,292.394139018454,-541.714918554063,-105.696641383122,-64.5477540514988,45.3508731290492,74.4850645034231,189.659750386201,1251.67739580622,-73.6480112876336,-71.2911625141361,-35.8859762303246,-108.906595288327,0.640312254428863,57.7084759085205,-2.71267652511597,-75.5372924804688,-3.31750559806824,-75.5372924804688,-3.31750559806824,1261.37072753906,2276.93017578125,1015.5595703125,10,0.225998610258102,12,305,91,0.554573476314544,-2.99585199356079,0.641874730587005,-2.57878470420837,-118.624099731445,-3.42218732833862,-153.998428344727,-75.5372906910979,670.716802730518,-2.93405274964219,-19.2208253444734,-703.92081144709,33.7395447717782,-71.8160453490865,5.40555034006373,51.4733458756657,-76.899116,0.641874730587005,-827.366352190372
2v8s,pdbbind,E,V,dimeric,-6.35408543841024,2.2e-05,0,320.340698242188,-37.856803894043,0.0,-1322.40401571682,34.5841128798296,163.620190874861,252.216039408504,-419.619113105866,-88.3082069226824,-43.4189113631274,31.6577384554789,65.0564485355649,109.625511840768,1092.89261882391,-27.352215416761,-5.83971321777136,-19.5231682163035,-168.937893199814,0.78378540277481,34.3091250145536,-1.83293521404266,-37.856803894043,-3.00189161300659,-37.856803894043,-3.00189161300659,659.099487304688,1261.09826660156,601.998718261719,2,0.286849588155746,8,230,44,0.47577741742134,-1.66800510883331,0.684092760086059,-1.80778288841248,-37.9634399414063,-1.54038190841675,-35.428783416748,-35.0679171621976,540.07627057888,-1.33993040160315,-10.2409476148931,-568.119842277531,38.8314665976308,-32.0808954674284,1.52216122846735,35.0931524815658,-113.87507,0.684092760086059,-421.575086200579
6k06,pdbbind,A,C,dimeric,-9.06402115540958,2.27e-07,0,811.222229003906,-93.0211791992187,0.0,-2778.68842144478,67.9893221096431,219.500141403926,363.259313671721,-849.609836171357,-147.440758401408,-84.2477402737439,85.9799177881643,95.9326935959298,289.265005979232,1983.0988551908,-71.2917307008839,-8.03734070164978,-51.651326117169,-320.935884190893,-0.208508178591728,101.128639121373,-2.54185080528259,-93.0211791992187,-3.0647280216217,-93.0211791992187,-3.0647280216217,1452.83874511719,3035.21801757813,1582.37939453125,22,0.325075924396514,23,448,102,0.623533725738525,-2.21879434585571,0.690771400928497,-2.21366786956787,-50.9143600463867,-2.22028684616089,-175.40266418457,-93.02118296943,1101.48324000544,-2.5957033816815,-17.8299421107114,-1131.19170351831,44.513575033574895,-72.4567872250634,1.63999998450339,112.403722830621,-68.9663660000001,0.690771400928497,-1138.74911352272
2b7c,pdbbind,A,B,dimeric,-8.72836984960709,4e-07,0,1133.38500976563,-135.507125854492,0.0,-3016.83277090031,77.5976909810837,292.191833058914,456.872916651235,-1025.67476117218,-171.039045740843,-111.627647851116,82.1980596570591,111.830290556995,315.687475617992,2084.93732059676,-95.3607349159958,-210.718497378858,-73.1064698421148,-137.110100648798,0.324943304061889,111.149752461313,-2.85992789268494,-135.507125854492,-3.64023280143738,-135.507125854492,-3.64023280143738,1979.6396484375,3722.48510742188,1742.84533691406,21,0.203190714120864,21,527,129,0.649960815906524,-2.81817054748535,0.756401896476745,-2.16008424758911,-157.686157226563,-3.67603302001953,-205.857849121094,-133.451048718396,1136.04687809888,-5.61876069993561,-35.2980523262925,-1168.70225475971,28.189738380345,-126.284699098725,4.01880213366615,70.0219388449194,-100.550904,0.756401896476745,-1507.18200229571
5imm,pdbbind,B,A,dimeric,-11.5359789919852,3.5e-09,1,472.23681640625,-48.3868255615234,-1.82034452957056,-1452.9256089763,25.1232331177666,130.548253997172,216.709272443606,-411.66345448678,-85.3114167220998,-45.1956316892403,23.3790325149703,56.376258017015104,127.98866331941,982.824591915266,-47.6915358421919,-136.983071144736,-42.3644918552377,-33.8733607847624,0.297260403633117,59.1236720352166,-3.01739358901977,-48.3868255615234,-2.93151497840881,-48.3868255615234,-2.93151497840881,694.573486328125,1650.57409667969,956.000610351563,18,0.28996267914772,13,245,53,0.687735974788665,-3.02069139480591,0.681197345256805,-1.96294784545898,-47.1107482910156,-3.89606523513794,-112.985893249512,-47.158314902245,551.004855609109,-2.11501062179177,-13.6263572657801,-561.325352120892,13.9443428220321,-66.4366713597794,0.426360264564429,2.79948512813419,-28.177158,0.681197345256805,-739.261444214895
1y48,pdbbind,E,I,dimeric,-11.9638329095741,1.7e-09,1,505.983856201172,-57.0282363891602,0.0,-1999.37622027739,37.722276332669,136.394480442906,242.355330676771,-609.100422811726,-88.3967293982548,-93.5626112800026,34.0502923046727,63.4482841160405,205.715839339236,1349.81881555248,-66.9127812665662,-114.298838963841,-30.3326518800871,-113.875620056136,0.301555544137954,83.4684495301655,-2.92452812194824,-57.0282363891602,-3.28354835510254,-57.0282363891602,-3.28354835510254,1068.75329589844,1736.78686523438,668.033569335938,6,0.167843490839004,9,344,83,0.714867413043975,-2.7326180934906,0.672668695449829,-2.74786972999573,-164.872177124023,-2.69283080101013,-61.9351081848145,-47.8647087696451,767.540348501618,-3.48079342538354,-23.1033817315572,-799.742909549668,19.6162791366132,-83.100400440779,3.8627849606526,60.453178928452,14.799302,0.672668695449829,-1006.03769925911
2a9k,pdbbind,A,B,dimeric,-9.85238479872175,6e-08,0,559.997131347656,-64.2930374145508,0.0,-2209.96932146514,52.007057742351,212.045519528973,368.966179812797,-733.711787852605,-123.464870654459,-92.6931152400441,41.6458331026585,82.0055751767891,203.444057531812,1599.06343590019,-66.9003611990464,-112.510433062436,-60.3398615387115,-138.893488671334,0.152604222297668,84.6899797266825,-2.78008055686951,-64.2930374145508,-3.57680749893189,-64.2930374145508,-3.57680749893189,936.2978515625,1797.49780273438,861.199951171875,19,0.191004619002342,12,377,73,0.694225370883941,-2.65746569633484,0.709538877010345,-2.3035352230072,-94.4449462890625,-3.11093902587891,-99.550048828125,-61.8361763574001,844.242398730644,-3.9240071657384097,-26.6573931092616,-881.54847513526,33.3035588302227,-67.6363175932383,0.520288815873484,40.9667749018733,-92.7416379999998,0.709538877010345,-1048.09041088641
2kso,skempi2,A,B,dimeric,-7.20504937714546,5.23e-06,0,217.861923217773,-24.6125946044922,0.0,-705.201555446848,27.5824876559942,79.8103906343238,137.31755511416,-203.654979121701,-48.288763594466,-33.8806330647531,23.4928801513772,36.9931214387103,86.99942433889,532.199206261842,-8.98711702647139,-6.44477916583241,-14.9450955025314,-74.8093678399248,-0.241899147629737,24.4281447172834,-1.43447852134705,-24.6125946044922,-3.09907126426697,-24.6125946044922,-3.09907126426697,453.134185791016,794.192626953125,341.058441162109,3,0.203058525919914,4,124,28,0.653725326061248,-1.12788438796997,0.710414171218872,-1.51159560680389,-19.6507434844971,-0.795334696769714,-11.9300212860107,-24.6125949230527,277.513403484986,-0.784218548847622,-5.6303776095097,-293.714527293683,8.76986063656146,-17.2000425776918,0.246476260871499,21.6351222441839,-21.321958,0.710414171218872,-177.875341853077
1ay7,pdbbind,A,B,dimeric,-8.18548142474887,1e-06,0,359.314910888672,-47.176456451416,-1.06338648385275,-1063.03398346564,29.7917174045513,70.8769767487862,193.49264102704,-355.924822004847,-62.7442653880665,-46.9723402268483,29.5656085871412,46.9355619883526,120.197680005288,770.030813604733,-40.6491736437793,-60.9163924849411,-25.6747050325288,-62.6829990315383,0.914425253868103,59.2972772039549,-2.55778098106384,-47.176456451416,-3.79800605773926,-47.176456451416,-3.79800605773926,665.740478515625,1242.13757324219,576.397094726562,3,0.299188375473022,11,185,48,0.627437651157379,-2.63364052772522,0.763188958168029,-2.53673410415649,-68.4918212890625,-2.75823473930359,-57.9229278564453,-47.176457433190095,410.863018954215,-1.46360716884893,-11.2416503387921,-429.251384491608,19.8799912147752,-42.9220739636987,8.96227565331381,21.4176373673535,-49.959908,0.763188958168029,-473.189491965487
5uul,pdbbind,A,B,dimeric,-11.3488408880715,4.8e-09,1,639.516418457031,-78.1594848632813,0.0,-1139.56723029955,19.2414693335089,90.5199730575714,182.366892157965,-300.595903545215,-70.0721182805461,-26.4974910531721,20.342763442458,41.9781019868021,110.056443033326,832.89278784553,-20.2417126144059,-6.78677110534691,-23.4088093942336,-126.609359654002,0.069975927472114,22.0275655398622,-2.44221305847168,-78.1594848632813,-3.78819847106934,-78.1594848632813,-3.78819847106934,1593.97387695313,2063.23608398437,469.262329101563,1,0.091253206133842,7,175,70,0.737853825092315,-2.60644173622131,0.793583750724792,-3.0890679359436,-145.18620300293,-1.62020564079285,-37.2647285461426,-78.1594833254616,451.774520190034,-1.37425493399169,-8.12718234130168,-467.989642494976,14.2439215636471,-31.3222350767313,0.296187840739788,28.0425736342283,-18.577786,0.793583750724792,-427.387297167796
1yqv,skempi2,HL,Y,multi,-14.8002891130521,1.41e-11,1,473.829010009766,-45.61813735961911,-8.10881285941393,-3103.83875040443,78.7897671205519,268.755452082517,436.088810827247,-1007.68435425238,-164.387139968523,-142.033179111003,63.6967150746455,110.901063077404,329.524364658134,2106.74108259204,-118.701483227267,-254.776324212696,-88.5326223255577,-103.995221540779,1.50382745265961,205.588413451609,-2.90519547462463,0.0,0.0,-45.61813735961911,-2.6256902217865,887.922973632812,1737.37707519531,849.4541015625,3,0.263538867235183,10,555,70,0.699132919311523,-2.91501569747925,0.700534999370575,-2.59638285636902,-103.855316162109,-3.33985948562622,-100.195785522461,-44.2500813631342,1154.97855989517,-5.04325939728371,-34.8251669617404,-1187.22509825701,28.6575741693879,-135.703876781208,3.85832181952682,58.3803419745474,-103.48872,0.700534999370575,-1612.38354255652
2j1k,skempi2,C,T,dimeric,-12.2156035008343,1.11e-09,1,378.434478759766,-44.9722213745117,-1.1347598048908,-1656.71356114267,44.3768960485668,147.92849337128,231.540463187837,-533.239302673219,-94.4720592891843,-73.0298658830059,37.8360353741639,62.0921634947555,174.797505503098,1077.99103836697,-63.100649924957,-152.774411019877,-36.0003227147655,-42.5688916423563,2.17212271690369,92.8327764093713,-2.89624977111816,-44.9722213745117,-2.87388873100281,-44.9722213745117,-2.87388873100281,928.909484863281,1564.85595703125,635.946472167969,8,0.185583814978599,6,301,69,0.660865187644958,-2.60551357269287,0.592376828193664,-2.82728219032288,-110.263999938965,-2.31721472740173,-69.5164413452148,-44.972220191194,602.496653367532,-2.73159133938803,-19.3154981418772,-612.964285244811,35.8433257541671,-72.0515168656078,2.36951468398005,69.773791028688,-91.5531499999999,0.592376828193664,-871.771209096202
1jiw,pdbbind,P,I,dimeric,-15.5496043702311,4e-12,1,612.568969726563,-66.1576232910156,-1.28739173278312,-3218.55296510976,82.5012665705864,197.0089476122,538.835839497856,-995.815394846865,-164.522704486205,-169.546281317566,69.3225164967255,123.319584953008,330.709334522034,2239.77828328475,-174.771893253447,-189.731516686029,-91.1832032194062,-123.247281712577,0.289770632982254,144.450017679304,-2.76576328277588,-66.1576232910156,-3.2095513343811,-66.1576232910156,-3.2095513343811,1104.22326660156,2061.27319335937,957.049926757813,18,0.264041274785995,14,575,97,0.638658463954925,-2.78515648841858,0.716394245624542,-2.59294009208679,-155.576416015625,-3.09685850143433,-114.583763122559,-64.277058324751,1213.90769407902,-5.92058070173556,-40.7414931205043,-1288.97634534359,32.5306534367522,-153.712132545281,1.69916015929524,47.3124826468643,6.31952599999998,0.716394245624542,-1590.31387713737
6fu9,pdbbind,A,B,dimeric,-11.3613147151656,4.7e-09,1,545.247253417969,-70.0560455322266,-1.56271942644445,-892.518964674491,26.1610323262843,91.4764241286703,122.286154050788,-318.650747075635,-51.0427914744798,-30.5996565483148,20.7026226754521,34.801433544296,83.6609868983879,623.178413424686,-32.3523889072752,-68.989611141157,-24.1217380106689,-38.2586128599051,1.9063081741333,18.3221028302635,-3.0918231010437,-70.0560455322266,-3.45455169677734,-70.0560455322266,-3.45455169677734,1133.33154296875,2027.93432617187,894.602844238281,11,0.26696902513504,15,163,67,0.686267435550689,-3.63023257255554,0.691239118576049,-3.55919528007507,-110.335060119629,-3.6914033889770494,-132.890518188477,-64.9940910456929,322.329501753624,-1.58425378506809,-9.08358188138352,-343.474147321154,17.5493437084547,-49.38686962011791,1.53293791369243,21.2962846413607,-25.638336,0.691239118576049,-503.967180830136
6asr,pdbbind,A,B,dimeric,-6.58496569010568,1.49e-05,0,522.750427246094,-60.8617210388184,0.0,-615.342102934703,12.815649412913,61.3784742957545,99.8353600389663,-206.62160994025,-36.872925842681,-22.7796407611802,18.7621526336378,24.6053844753308,62.5670997987992,447.864062943855,-14.5646122817679,-27.6215494412973,-8.85493078895527,-50.8343936464268,-0.422673881053924,20.3350686778257,-2.65456485748291,-60.8617210388184,-3.33357095718384,-60.8617210388184,-3.33357095718384,1180.59387207031,1825.72143554688,645.127563476563,5,0.107785560190677,5,115,60,0.601607620716095,-2.45796012878418,0.681755542755127,-2.91554117202759,-84.5506973266602,-2.02990031242371,-62.9269142150879,-60.0164314862012,245.67700330845,-1.15578032995115,-6.23869302210671,-246.574934567284,6.39407856347172,-24.5797266472556,0.405955109032268,4.31389276097168,-48.18824,0.681755542755127,-305.274958184852
6ndz,pdbbind,A,B,dimeric,-13.2317898016148,2e-10,1,781.42626953125,-86.3408279418945,-5.81168010945451,-1842.94512923193,36.118265927851,164.835724838277,258.052439967005,-497.53799804654494,-95.0565314579933,-71.7446117640895,41.3503748905153,67.6733877375165,205.787753542493,1263.78962824827,-58.6451060456928,-28.2555567012571,-27.3994192314922,-154.59229501097,0.499271214008331,42.4396095353989,-2.57938742637634,-86.3408279418945,-3.39262771606445,-86.3408279418945,-3.39262771606445,1663.00170898438,2544.95434570312,881.95263671875,18,0.071941241621971,6,312,86,0.643865942955017,-2.59417748451233,0.719880759716033,-2.56526756286621,-105.175971984863,-2.62051773071289,-117.923301696777,-86.3408258357925,666.09263321534,-1.79571721110559,-11.9060170772301,-728.223650039699,22.7421169387652,-72.0624410161385,2.08326874969305,39.5756912439631,-19.333616,0.719880759716033,-804.768874108505
1sib,skempi2,E,I,dimeric,-13.5791640489785,1.11e-10,1,447.654693603516,-45.9560661315918,0.0,-1913.07769928213,57.6434457011732,140.786303357949,247.781004524189,-503.61024914254,-87.8729047787386,-95.4338872603002,50.0747060754862,62.154901722011,230.805080720708,1255.19373160011,-52.4563354616241,-98.8996473335271,-17.8237835069677,-94.2686146620537,1.24479389190674,79.7951010541989,-2.33417534828186,-45.9560661315918,-3.2076563835144,-45.9560661315918,-3.2076563835144,932.960266113281,1432.69921875,499.738952636719,13,0.157011523842811,7,338,72,0.742694973945617,-2.0860903263092,0.664739608764648,-1.90410280227661,-100.917449951172,-2.59373950958252,-49.2810516357422,-40.92706231842151,712.50180013383,-3.42708752700108,-23.6285793973877,-755.67722151257,24.1759609093148,-93.3023244919872,9.80962344694233,76.0469783176674,3.75842600000002,0.664739608764648,-788.951270793249
2wwx,pdbbind,A,B,dimeric,-9.68939025264694,7.9e-08,0,1098.92724609375,-129.268417358398,0.257265928821578,-2217.90843464873,59.3303830647989,215.229189829436,323.301586017842,-758.035410025575,-128.310298862931,-88.8774030707214,48.9654479640028,86.6040560720722,197.380922040527,1658.00438071172,-69.8339827724856,-60.0124272207769,-58.6473764862658,-204.405531178074,0.370392948389053,95.6824062724746,-2.73601222038269,-129.268417358398,-3.8318266868591295,-129.268417358398,-3.8318266868591295,1872.77978515625,3373.54541015625,1500.76574707031,19,0.231287881731987,22,369,116,0.62063992023468,-2.76246976852417,0.742723107337951,-2.81687760353088,-143.660766601563,-2.71978044509888,-176.785720825195,-127.019850693979,896.196683271874,-3.38897597647724,-23.17487941584,-906.437967421023,33.2507314687329,-61.2751185837052,1.29248821466917,43.2322032073814,-88.0084499999999,0.742723107337951,-1009.58851159825
1dvf,skempi2,AB,CD,multi,-10.8629090708008,1.09e-08,0,482.7521667480471,-53.8497276306152,-2.94385266236567,-2546.17088414864,84.8650584604384,221.482751618008,394.115439996892,-840.670286010943,-142.28364967929,-112.568706601638,63.1792132567725,95.0786199696921,269.474982991504,1649.79869725689,-86.8293547545108,-247.326176440961,-65.0407146589814,-57.7910501728683,0.548071324825286,156.263222554512,-2.9710681438446,0.0,0.0,-53.8497276306152,-3.02330088615417,704.609680175781,1781.15673828125,1076.54699707031,4,0.295718163251876,13,451,68,0.703620314598083,-2.47875070571899,0.701470732688903,-2.69815158843994,-97.1334533691406,-2.23192477226257,-71.4215927124023,-51.6626730254825,940.001782978613,-4.23884002705401,-30.2646454452826,-960.426447215608,26.104140708262,-112.875350554201,4.60328304828254,59.0160776362988,-94.5050119999998,0.701470732688903,-1339.95169989618
1lw6,pdbbind,E,I,dimeric,-15.9602836098644,2e-12,1,502.326019287109,-56.47025299072271,0.0,-2017.86463408197,40.7965751610625,138.922671777903,236.024199815775,-610.935992704491,-88.7172414951414,-85.1977111945081,36.6470700176474,60.8689075603067,199.209032849821,1359.79553885532,-75.5885482631329,-111.544440064921,-29.3335401969517,-116.217133427355,1.47843146324158,87.6312495058678,-2.95075273513794,-56.47025299072271,-3.30494856834412,-56.47025299072271,-3.30494856834412,1007.29193115234,1708.65759277344,701.365661621094,13,0.168464109301567,10,344,82,0.764236867427825,-2.72010827064514,0.689444124698638,-2.69846534729004,-164.606384277344,-2.7829761505127,-58.442497253418,-47.7045455374725,769.253183048624,-3.30376820681344,-21.5508591605031,-803.386484310283,17.4736563200418,-81.9668794558075,10.8783085384641,62.2609787687985,10.786902,0.689444124698638,-1015.05895834225
1cso,skempi2,E,I,dimeric,-10.0385564852734,4.38e-08,0,370.49002075195295,-46.9715995788574,-5.914078313975471,-1315.9407870393,23.6973043526114,85.4755578968777,134.451745047539,-421.313576839142,-59.0460332546689,-73.5671724559617,25.1172996791858,41.753959190348,146.9740638967,885.554677960558,-61.55661124439551,-123.918644807606,-17.2382807959854,-43.871182826953294,0.408632069826126,104.008105591269,-3.03715801239014,-46.9715995788574,-3.6029021739959695,-46.9715995788574,-3.6029021739959695,770.493286132813,1303.71557617188,533.222351074219,11,0.196063324809074,6,236,66,0.802089035511016,-2.96800565719604,0.7685067653656,-3.20818567276001,-153.992919921875,-2.32752537727356,-41.8954544067383,-39.1232072905919,498.95348466959297,-1.93559324358603,-14.3024975296831,-518.980530718359,12.1642025704201,-71.9469426012449,1.9260862544425,36.6249336370996,16.061196,0.7685067653656,-716.769314924221
4iu3,pdbbind,A,B,dimeric,-10.4792043830945,2.08e-08,0,579.388793945313,-67.0275650024414,0.0,-2410.53426973726,46.5118696455496,166.247616000327,393.051132087985,-805.683863759504,-127.834171593624,-135.061347244017,49.7160016213344,95.2745512271372,244.108550370951,1692.7793275614,-106.295228191884,-143.638873929474,-54.1832024188216,-118.321642150436,1.09721553325653,138.76607449607,-2.83087015151977,-67.0275650024414,-3.35762858390808,-67.0275650024414,-3.35762858390808,1233.21154785156,1996.27697753906,763.065368652344,11,0.217113360762596,10,443,82,0.735036015510559,-2.76152896881104,0.752150893211364,-3.05743312835693,-119.239891052246,-2.49315071105957,-107.20548248291,-67.0275663583978,920.799357134073,-4.38304892133567,-28.9140409808941,-975.717002758817,39.1305484402797,-104.525729167436,1.65756178225836,34.262456197139,-61.288124,0.752150893211364,-1254.075498289
